dataset_id,variant,kind,group,driver_id,vehicle_id,phone_id,n_copies,canonical_path,all_paths,n_rows,n_cols,columns_raw,unmapped_columns,file_size_bytes,duplicate_canonical_cols,missing_total,missing_pct_max,cols_with_missing,duplicate_rows,inf_values,timestamp_col,date_parse_fail,wall_start,wall_end,t_monotonic,duplicate_timestamps,dt_min,dt_max,dt_mean,dt_std,dt_median,rate_hz,dt_zero,gaps_gt_0p5s,gaps_gt_2s,abnormal_dt,duration_s,has_acc,has_gyro,has_gravity,has_mag,has_orientation,has_gps,has_gps_accuracy,has_vehicle_fields,has_gps_satellites,sats_mean,gps_update_median_s,gps_update_max_s,gps_outages_gt5s,gps_fix_count,gps_hold_ratio,gps_acc_mean,gps_acc_max,lat_min,lat_max,lon_min,lon_max,lat_lon_zero_rows,speed_max_kmh,speed_mean_kmh,gyro_mag_mean,gyro_mag_std,acc_mag_mean,acc_mag_std
V-vtb4,V_sync,V,vtb,E,FordFiestaTitanium,,2,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb04\V-vtb4.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb04\V-vtb4.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\V-Dataset\V-vtb4.csv,556,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,118374,,0,0.0,,0,0,Time Since Start of Day (seconds),0,59398.8,59454.3,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,55.5,False,False,False,False,False,True,False,True,True,136.03,0.1,0.6,0.0,525,0.0558,,,53.170673,53.171639,-1.675251,-1.672878,0,32.688,15.629,,,,
V-Vtb5,V_full,V,vtb,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vtb (Driver E)\Vtb05\V-Vtb5.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vtb (Driver E)\Vtb05\V-Vtb5.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vtb5.csv,64610,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,13070303,,0,0.0,,0,0,Time Since Start of Day (seconds),0,59459.3,65920.2,True,0,0.099,0.101,0.1,6e-06,0.1,10.0,0.0,0.0,0.0,0.0,6460.9,False,False,False,False,False,True,False,True,True,124.5,0.1,1.7,0.0,63998,0.0095,,,52.579015,53.190021,-1.684647,-1.230746,0,112.939,62.144,,,,
V-vtb5,V_sync,V,vtb,E,FordFiestaTitanium,,2,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb05\V-vtb5.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb05\V-vtb5.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\V-Dataset\V-vtb5.csv,64388,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,13567208,,0,0.0,,0,0,Time Since Start of Day (seconds),0,59481.4,65920.1,True,0,0.099,0.101,0.1,6e-06,0.1,10.0,0.0,0.0,0.0,0.0,6438.7,False,False,False,False,False,True,False,True,True,124.46,0.1,1.3,0.0,63902,0.0075,,,52.579027,53.190021,-1.684647,-1.230746,0,112.939,62.355,,,,
V-Vtb6,V_full,V,vtb,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vtb (Driver E)\Vtb06\V-Vtb6.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vtb (Driver E)\Vtb06\V-Vtb6.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vtb6.csv,508,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,104997,,0,0.0,,0,0,Time Since Start of Day (seconds),0,65926.0,65976.7,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,50.7,False,False,False,False,False,True,False,True,True,136.63,0.1,0.1,0.0,507,0.002,,,52.573135,52.578394,-1.5378,-1.527867,0,73.015,63.288,,,,
V-vtb6,V_sync,V,vtb,E,FordFiestaTitanium,,2,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb06\V-vtb6.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb06\V-vtb6.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\V-Dataset\V-vtb6.csv,498,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,105659,,0,0.0,,0,0,Time Since Start of Day (seconds),0,65926.9,65976.6,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,49.7,False,False,False,False,False,True,False,True,True,136.64,0.1,0.1,0.0,497,0.002,,,52.573144,52.578301,-1.537629,-1.527886,0,73.015,63.316,,,,
V-Vtb7,V_full,V,vtb,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vtb (Driver E)\Vtb07\V-Vtb7.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vtb (Driver E)\Vtb07\V-Vtb7.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vtb7.csv,461,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,94550,,0,0.0,,0,0,Time Since Start of Day (seconds),0,65981.2,66027.2,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,46.0,False,False,False,False,False,True,False,True,True,137.05,0.1,0.1,0.0,460,0.0022,,,52.569066,52.572769,-1.527063,-1.518557,0,69.196,56.405,,,,
V-vtb7,V_sync,V,vtb,E,FordFiestaTitanium,,2,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb07\V-vtb7.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb07\V-vtb7.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\V-Dataset\V-vtb7.csv,461,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,101086,,0,0.0,,0,0,Time Since Start of Day (seconds),0,65981.2,66027.2,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,46.0,False,False,False,False,False,True,False,True,True,137.05,0.1,0.1,0.0,460,0.0022,,,52.569066,52.572769,-1.527063,-1.518557,0,69.196,56.405,,,,
V-Vtb8,V_full,V,vtb,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vtb (Driver E)\Vtb08\V-Vtb8.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vtb (Driver E)\Vtb08\V-Vtb8.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vtb8.csv,699,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,138144,,0,0.0,,0,0,Time Since Start of Day (seconds),0,66032.0,66101.8,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,69.8,False,False,False,False,False,True,False,True,True,137.4,0.1,0.1,0.0,698,0.0014,,,52.563426,52.568714,-1.517349,-1.499447,0,76.536,69.562,,,,
V-vtb8,V_sync,V,vtb,E,FordFiestaTitanium,,2,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb08\V-vtb8.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb08\V-vtb8.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\V-Dataset\V-vtb8.csv,668,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,138162,,0,0.0,,0,0,Time Since Start of Day (seconds),0,66035.0,66101.7,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,66.7,False,False,False,False,False,True,False,True,True,137.37,0.1,0.1,0.0,667,0.0015,,,52.563434,52.568501,-1.516642,-1.499473,0,76.536,69.805,,,,
V-Vtb9,V_full,V,vtb,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vtb (Driver E)\Vtb09\V-Vtb9.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vtb (Driver E)\Vtb09\V-Vtb9.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vtb9.csv,457,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,92473,,0,0.0,,0,0,Time Since Start of Day (seconds),0,66106.6,66152.2,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,45.6,False,False,False,False,False,True,False,True,True,138.18,0.1,0.1,0.0,456,0.0022,,,52.559289,52.563097,-1.498306,-1.485341,0,92.02,76.996,,,,
V-vtb9,V_sync,V,vtb,E,FordFiestaTitanium,,2,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb09\V-vtb9.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb09\V-vtb9.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\V-Dataset\V-vtb9.csv,452,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,93354,,0,0.0,,0,0,Time Since Start of Day (seconds),0,66107.0,66152.1,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,45.1,False,False,False,False,False,True,False,True,True,138.18,0.1,0.1,0.0,451,0.0022,,,52.559297,52.563067,-1.498203,-1.485365,0,92.02,77.086,,,,
V-Vw1,V_full,V,vw,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vw (Driver E)\Vw01\V-Vw1.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vw (Driver E)\Vw01\V-Vw1.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vw1.csv,20475,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,3923291,,0,0.0,,0,0,Time Since Start of Day (seconds),0,34575.4,36622.8,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,2047.4,False,False,False,False,False,True,False,True,True,137.49,0.3,6.3,3.0,5290,0.7416,,,52.5547,52.554715,-1.463072,-1.463034,0,0.252,0.041,,,,
V-Vw1,V_sync,V,vw,E,FordFiestaTitanium,,2,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw01\V-Vw1.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw01\V-Vw1.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\V-Dataset\V-Vw1.csv,20475,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,4001856,,0,0.0,,0,0,Time Since Start of Day (seconds),0,34575.4,36622.8,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,2047.4,False,False,False,False,False,True,False,True,True,137.49,0.3,6.3,3.0,5290,0.7416,,,52.5547,52.554715,-1.463072,-1.463034,0,0.252,0.041,,,,
V-Vw10,V_full,V,vw,E,FordFiestaTitanium,,3,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vw (Driver E)\Vw10\V-Vw10.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vw (Driver E)\Vw10\V-Vw10.csv|Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vw (Driver E)\Vw11\V-Vw10.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vw10.csv,670,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,138464,,0,0.0,,0,0,Time Since Start of Day (seconds),0,58060.7,58127.6,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,66.9,False,False,False,False,False,True,False,True,True,44.27,0.1,0.1,0.0,669,0.0015,,,52.201835,52.203661,-2.201866,-2.192029,0,58.896,39.787,,,,
V-Vw10,V_sync,V,vw,E,FordFiestaTitanium,,2,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw10\V-Vw10.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw10\V-Vw10.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\V-Dataset\V-Vw10.csv,652,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,141457,,0,0.0,,0,0,Time Since Start of Day (seconds),0,58062.4,58127.5,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,65.1,False,False,False,False,False,True,False,True,True,45.05,0.1,0.1,0.0,651,0.0015,,,52.201835,52.203658,-2.201767,-2.192033,0,58.896,40.49,,,,
V-Vw11,V_full,V,vw,E,FordFiestaTitanium,,1,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vw11.csv,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vw11.csv,4924,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,997043,,0,0.0,,0,0,Time Since Start of Day (seconds),0,58132.5,58624.8,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,492.3,False,False,False,False,False,True,False,True,True,136.62,0.1,1.2,0.0,4534,0.0792,,,52.201794,52.231036,-2.191882,-2.140375,0,98.431,42.725,,,,
V-Vw11,V_sync,V,vw,E,FordFiestaTitanium,,2,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw11\V-Vw11.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw11\V-Vw11.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\V-Dataset\V-Vw11.csv,4909,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,1032515,,0,0.0,,0,0,Time Since Start of Day (seconds),0,58134.0,58624.8,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,490.8,False,False,False,False,False,True,False,True,True,136.62,0.1,1.2,0.0,4519,0.0794,,,52.201794,52.231036,-2.191803,-2.140375,0,98.431,42.81,,,,
