dataset_id,variant,kind,driver_id,vehicle_id,phone_id,n_rows,n_cols,duration_s,acc_xyz,gyro_xyz,gravity_xyz,magnetometer_xyz,orientation_xyz,gps,gps_accuracy,gps_satellites,timestamp,vbox_vehicle,sample_rate_hz,duplicate_rows,duplicate_timestamps,t_monotonic,max_gap_s,repair_required,repair_note,group,group_reason,core_eligible
V-Vw12,V_full,V,E,FordFiestaTitanium,,1069,29,106.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw12,V_sync,V,E,FordFiestaTitanium,,918,29,91.7,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw13,V_full,V,E,FordFiestaTitanium,,297,29,29.6,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw13,V_sync,V,E,FordFiestaTitanium,,284,29,28.3,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw14a,V_full,V,E,FordFiestaTitanium,,3140,29,313.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw14a,V_sync,V,E,FordFiestaTitanium,,3138,29,313.7,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw14b,V_full,V,E,FordFiestaTitanium,,19600,29,1959.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw14b,V_sync,V,E,FordFiestaTitanium,,19588,29,1958.7,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw14c,V_full,V,E,FordFiestaTitanium,,15857,29,1585.6,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw14c,V_sync,V,E,FordFiestaTitanium,,15826,29,1582.5,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw15,V_full,V,E,FordFiestaTitanium,,1391,29,139.0,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw15,V_sync,V,E,FordFiestaTitanium,,1391,29,139.0,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw16a,V_full,V,E,FordFiestaTitanium,,6000,29,599.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw16a,V_sync,V,E,FordFiestaTitanium,,5879,29,587.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw16b,V_full,V,E,FordFiestaTitanium,,1171,29,117.0,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw16b,V_sync,V,E,FordFiestaTitanium,,1126,29,112.5,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw17,V_full,V,E,FordFiestaTitanium,,329,29,32.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw17,V_sync,V,E,FordFiestaTitanium,,329,29,32.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw2,V_full,V,E,FordFiestaTitanium,,52712,29,5271.1,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw2,V_sync,V,E,FordFiestaTitanium,,52712,29,5271.1,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw3,V_full,V,E,FordFiestaTitanium,,3941,29,394.0,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw3,V_sync,V,E,FordFiestaTitanium,,3861,29,386.0,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw4,V_full,V,E,FordFiestaTitanium,,126573,29,12657.2,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw4,V_sync,V,E,FordFiestaTitanium,,126527,29,12652.6,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw5,V_full,V,E,FordFiestaTitanium,,1050,29,104.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw5,V_sync,V,E,FordFiestaTitanium,,1012,29,101.1,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw6,V_full,V,E,FordFiestaTitanium,,1288,29,128.7,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw6,V_sync,V,E,FordFiestaTitanium,,1281,29,128.0,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw7,V_full,V,E,FordFiestaTitanium,,1689,29,168.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw7,V_sync,V,E,FordFiestaTitanium,,1602,29,160.1,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw8,V_full,V,E,FordFiestaTitanium,,1599,29,159.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw8,V_sync,V,E,FordFiestaTitanium,,1529,29,152.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw9,V_full,V,E,FordFiestaTitanium,,601,29,60.0,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw9,V_sync,V,E,FordFiestaTitanium,,553,29,55.2,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Y1,V_full,V,D,FordFiestaTitanium,,70341,29,7672.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,384.6,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Y1,V_sync,V,D,FordFiestaTitanium,,70285,29,7666.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,384.6,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Y2,V_full,V,D,FordFiestaTitanium,,57213,29,5721.2,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
